Rsex,ReligSum,SupParty,ClosePty,PartyIDN,Politics,Spend1,TaxSpend,AnyBN3,Dole,dolefidl,sochelp,welfhelp,damlives,proudwlf,redistrb,richlaw,wealth,Indust4,BigBusnn,NatIdGB,tradvals,stifsent,NHSSat,ECPolicy2,EURefV2,EURefb,CovWk1,CovWk2,CovWk3,deathapp,censor,wronglaw
Female,No religion,Yes,Item not applicable,Labour,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,1,1,1,3,1,1,1,1,1,1,Equally (English/Scottish/Welsh) and British,1,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,1,1
Female,No religion, No, No,Labour,2,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause hardship,1,1,1,4,2,1,3,2,2,5,not British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,1,1
Female,Other Christian,Yes,Item not applicable,Conservative,2,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,3,3,3,4,3,3,2,2,Equally (English/Scottish/Welsh) and British,1,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,3,2
Male,No religion, No,Yes,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,4,1,2,1,2,1,2,1,British not (English/Scottish/Welsh),4,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",2,4,4,5,4,2
Female,No religion,Yes,Item not applicable,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,1,1,2,1,More (English/Scottish/Welsh) than British,3,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,4,2,5,3,2
Female,Other Christian,Yes,Item not applicable,Labour,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,4,2,2,2,4,2,4,2,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,4,4,5,2,4
Female,No religion, No, No,Don’t know,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,4,3,8,8,2,4,2,2,2,2,Equally (English/Scottish/Welsh) and British,2,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,4,4
Female,Non-Christian, No,Yes,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,3,1,1,1,1,1,3,1,Equally (English/Scottish/Welsh) and British,3,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,3,2
Male,No religion,Yes,Item not applicable,Plaid Cymru,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,1,1,1,1,not British,5,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",3,2,3,5,5,3
Male,No religion, No, No,Plaid Cymru,4,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Don’t know,4,2,3,3,2,4,1,2,2,2,Equally (English/Scottish/Welsh) and British,2,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,4,5,5
Female,Other Christian, No,Yes,Labour,4,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,3,4,4,2,3,4,2,2,2,2,More (English/Scottish/Welsh) than British,3,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,3,3,3
Female,Other Christian,Yes,Item not applicable,Green Party,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,3,1,1,2,2,1,2,1,Other,3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,3,3
Male,No religion,Yes,Item not applicable,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,3,4,3,2,2,2,2,2,1,2,Equally (English/Scottish/Welsh) and British,3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,2
Male,Non-Christian,Yes,Item not applicable,other,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,2,2,4,1,2,2,2,1,1,1,not British,3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",3,4,4,5,5,4
Female,No religion, No,Yes,Labour,4,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,4,4,3,1,2,3,1,3,3,1,not British,3,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,2,3
Female,Church of England,Yes,Item not applicable,Plaid Cymru,3,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,1,1,1,5,4,2,1,1,1,2,Equally (English/Scottish/Welsh) and British,2,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",2,2,3,1,3,3
Male,Other Christian,Yes,Item not applicable,Liberal Democrat,3,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,4,1,4,2,5,2,3,1,1,Equally (English/Scottish/Welsh) and British,1,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,1,4,1
Female,No religion, No, No,none ,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,4,2,2,2,1,2,1,2,Equally (English/Scottish/Welsh) and British,3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",1,5,5,5,5,3
Female,Other Christian, No, No,none ,4,Item not applicable,Keep taxes and spending on these services at the same level,Refusal,Don’t know,4,4,3,2,3,3,3,3,4,3,Equally (English/Scottish/Welsh) and British,2,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,3,3
Female,No religion, No, No,Plaid Cymru,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,3,3,4,2,2,4,3,3,3,3,not British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,5,4,4,2,2
Female,No religion, No,Yes,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,4,3,2,1,3,1,1,1,2,1,not British,5,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",3,3,3,1,5,5
Male,No religion, No, No,Labour,3,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,2,3,3,2,1,2,3,2,not British,3,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,5,5,2,3,2
Male,No religion,Yes,Item not applicable,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,3,3,3,2,2,3,1,2,3,3,not British,3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,3,3
Female,Other Christian,Yes,Item not applicable,Labour,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,3,3,2,2,3,3,2,3,2,Equally (English/Scottish/Welsh) and British,3,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,2,3
Female,Other Christian,Yes,Item not applicable,Labour,3,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,3,4,3,2,2,2,2,2,2,More (English/Scottish/Welsh) than British,2,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,3,2,2
Female,Other Christian, No, No,Don’t know,4,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,3,4,4,2,1,2,2,2,2,2,not British,1,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,3,3
Female,No religion,Yes,Item not applicable,Conservative,3,Item not applicable,Keep taxes and spending on these services at the same level,No,Neither,3,3,2,3,2,4,3,3,4,3,Equally (English/Scottish/Welsh) and British,2,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,2,2
Female,No religion, No, No,none ,4,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,3,3,2,3,3,2,3,3,3,Equally (English/Scottish/Welsh) and British,3,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,3,3
Male,Church of England, No, No,UK Independence Party (UKIP),5,Item not applicable,Keep taxes and spending on these services at the same level,Yes,Don’t know,2,2,3,3,2,4,2,2,2,2,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,3,2
Female,Roman Catholic, No, No,Brexit Party,5,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,2,2,4,2,2,2,2,2,2,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,3,2
Female,No religion, No, No,Conservative,3,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,2,2,3,4,3,1,2,1,1,More British than (English/Scottish/Welsh),5,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",1,3,2,1,2,3
Male,No religion,Yes,Item not applicable,Labour,3,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,1,3,3,3,3,4,2,2,2,2,not British,2,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,4,4,1,3,2
Male,No religion, No, No,Green Party,4,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,4,1,3,2,3,3,4,4,4,2,More (English/Scottish/Welsh) than British,3,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,2,3,3
Male,No religion,Yes,Item not applicable,Labour,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,5,1,3,1,1,1,1,1,More British than (English/Scottish/Welsh),3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,5,4
Female,Other Christian,Yes,Item not applicable,Labour,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,4,1,2,2,2,1,2,2,Equally (English/Scottish/Welsh) and British,5,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,5,4
Male,No religion, No,Yes,Labour,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,2,1,2,1,More British than (English/Scottish/Welsh),4,5,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,2,3,5,5,4
Male,No religion, No,Yes,Green Party,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,2,1,1,1,1,1,2,1,British not (English/Scottish/Welsh),4,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,5,4
Male,Refusal, No, No,Green Party,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,5,1,2,1,4,3,3,3,British not (English/Scottish/Welsh),5,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,4,4
Female,Other Christian,Yes,Item not applicable,Labour,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,4,4,4,2,2,2,2,2,4,3,More (English/Scottish/Welsh) than British,3,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,2,4
Male,No religion, No, No,Green Party,4,Item not applicable,"Reduce taxes and spend less on health, education and soc",No,benefits for unemployed people are too high and disc,4,3,4,3,2,3,3,2,2,2,More (English/Scottish/Welsh) than British,3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,4
Female,No religion,Yes,Item not applicable,Conservative,1,Item not applicable,Keep taxes and spending on these services at the same level,No,Don’t know,5,5,3,3,3,3,5,4,4,4,Equally (English/Scottish/Welsh) and British,3,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,5,5
Male,No religion,Yes,Item not applicable,Conservative,2,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,4,4,3,4,2,4,4,4,4,3,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,5,3
Female,Other Christian,Yes,Item not applicable,Conservative,2,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,3,3,3,3,2,4,4,4,3,3,Equally (English/Scottish/Welsh) and British,4,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,4,4
Male,No religion,Yes,Item not applicable,Scottish National Party,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,3,1,1,1,1,not British,3,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,5,3
Female,Church of England,Yes,Item not applicable,Conservative,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,4,4,4,4,2,5,5,4,4,4,British not (English/Scottish/Welsh),2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,4,4,2
Male,No religion, No, No,Scottish National Party,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,Other answer ,4,2,2,2,3,2,3,3,3,2,More British than (English/Scottish/Welsh),3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,2,2
Male,Other Christian,Yes,Item not applicable,Scottish National Party,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,3,2,4,2,2,4,2,2,2,2,More (English/Scottish/Welsh) than British,4,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,4,3
Male,Refusal,Yes,Item not applicable,Conservative,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Neither,3,5,2,2,1,5,3,3,3,3,British not (English/Scottish/Welsh),1,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,2,2
Female,Other Christian,Yes,Item not applicable,Refusal,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Neither,3,3,2,3,3,4,4,3,4,3,British not (English/Scottish/Welsh),2,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,3,2
Male,Other Christian,Yes,Item not applicable,Conservative,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,3,1,3,1,4,4,5,3,5,Equally (English/Scottish/Welsh) and British,1,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,2,3,1
Female,Non-Christian,Yes,Item not applicable,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,4,1,1,1,1,1,2,1,not British,4,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,4,4
Female,No religion, No,Yes,Scottish National Party,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,4,2,2,2,4,3,4,2,More (English/Scottish/Welsh) than British,3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,4,5,3
Female,No religion, No,Yes,Conservative,4,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,3,3,3,2,4,5,1,2,1,2,Equally (English/Scottish/Welsh) and British,1,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,3,3
Male,No religion, No, No,none ,4,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,3,2,4,4,3,1,4,1,2,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,4,4
Female,Other Christian, No,Yes,Liberal Democrat,2,Item not applicable,"Reduce taxes and spend less on health, education and soc",No,benefits for unemployed people are too high and disc,1,2,2,4,5,5,2,2,2,2,More (English/Scottish/Welsh) than British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",3,2,2,2,3,4
Male,Roman Catholic, No, No,Liberal Democrat,3,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,1,3,1,4,5,5,5,2,3,2,Other,5,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",2,4,3,1,4,3
Female,No religion, No, No,none ,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Don’t know,4,4,4,2,2,3,2,3,4,2,British not (English/Scottish/Welsh),2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,4
Female,Other Christian, No, No,Scottish National Party,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,4,1,3,2,2,2,4,2,More (English/Scottish/Welsh) than British,3,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,5,3,2,2,3
Male,Other Christian, No, No,Liberal Democrat,4,Item not applicable,"Reduce taxes and spend less on health, education and soc",Yes,benefits for unemployed people are too high and disc,3,3,2,4,2,2,2,2,2,1,British not (English/Scottish/Welsh),5,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,4,5
Female,Other Christian, No, No,Liberal Democrat,3,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause hardship,4,4,3,2,3,3,3,4,4,3,Equally (English/Scottish/Welsh) and British,4,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,4,3
Male,No religion, No,Yes,Labour,3,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,3,3,2,2,2,2,2,3,2,More (English/Scottish/Welsh) than British,3,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,3,2,2,2,3
Male,Other Christian, No,Yes,Conservative,3,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,2,3,4,3,4,3,2,2,3,Other,1,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",3,3,4,5,1,4
Male,Other Christian, No,Yes,Labour,4,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,4,2,1,2,1,2,2,3,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,3,3
Female,No religion,Yes,Item not applicable,Scottish National Party,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,5,2,2,3,2,2,2,2,not British,4,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,4,3
Female,No religion, No,Yes,Conservative,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,5,1,2,3,3,3,4,2,Equally (English/Scottish/Welsh) and British,3,5,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,4,4
Female,Other Christian, No, No,none ,4,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,4,4,3,3,3,3,2,2,2,3,Equally (English/Scottish/Welsh) and British,4,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",3,3,3,4,3,4
Male,No religion, No,Yes,Scottish National Party,2,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,4,3,3,2,2,3,1,2,2,2,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,4,4,2,3,2
Female,No religion, No,Yes,Scottish National Party,4,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,2,4,3,4,4,4,2,4,4,British not (English/Scottish/Welsh),4,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,4,3,4
Female,Roman Catholic,Yes,Item not applicable,Scottish National Party,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,3,3,2,1,2,2,3,2,2,not British,3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,2
Female,Roman Catholic,Yes,Item not applicable,Conservative,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,3,2,2,3,3,3,4,3,More British than (English/Scottish/Welsh),2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,3,4
Female,No religion, No,Yes,Scottish National Party,3,Item not applicable,Don’t know,No,Don’t know,3,3,3,3,3,3,3,3,4,3,More (English/Scottish/Welsh) than British,3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,4,3,4
Female,No religion, No,Yes,Liberal Democrat,1,Item not applicable,Keep taxes and spending on these services at the same level,Yes,Don’t know,3,3,3,4,2,4,4,4,4,3,Equally (English/Scottish/Welsh) and British,4,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,3,4
Male,Other Christian, No, No,Scottish National Party,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,3,3,3,2,5,5,5,5,5,Equally (English/Scottish/Welsh) and British,4,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,2,4,4
Male,Other Christian,Yes,Item not applicable,Labour,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,4,2,3,3,1,4,2,2,2,2,Equally (English/Scottish/Welsh) and British,3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,3,2
Female,Roman Catholic,Yes,Item not applicable,Scottish National Party,3,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,4,2,2,2,2,2,2,2,not British,4,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,4,4,2,4,2
Female,Roman Catholic,Yes,Item not applicable,Scottish National Party,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,4,1,2,2,3,2,3,2,not British,3,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,4,2,4,4,3
Female,Roman Catholic, No,Yes,Scottish National Party,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,4,2,2,5,2,2,3,2,More (English/Scottish/Welsh) than British,4,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,5,4
Female,No religion,Yes,Item not applicable,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,3,2,2,2,1,2,3,2,Don’t know,3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,4,4
Female,No religion,Yes,Item not applicable,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,3,2,2,1,2,1,1,2,1,British not (English/Scottish/Welsh),3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,4,3
Female,Roman Catholic, No,Yes,Conservative,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,1,2,2,2,4,4,2,2,4,2,Other,3,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,4,4,4
Male,No religion,Yes,Item not applicable,Labour,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,1,1,2,1,Other,5,4,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,3,4,5,5,5
Female,Church of England,Yes,Item not applicable,Conservative,3,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,2,3,3,3,4,2,2,2,More British than (English/Scottish/Welsh),2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,4,2,2
Male,No religion,Yes,Item not applicable,Liberal Democrat,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,4,2,1,1,2,2,3,2,Equally (English/Scottish/Welsh) and British,4,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,5,5,5,3,2
Female,Non-Christian, No, No,none ,4,Item not applicable,Don’t know,No,benefits for unemployed people are too high and disc,8,8,8,8,8,8,8,8,2,8,Equally (English/Scottish/Welsh) and British,1,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,1,8
