Rsex,ReligSum,SupParty,ClosePty,PartyIDN,Politics,Spend1,TaxSpend,AnyBN3,Dole,dolefidl,sochelp,welfhelp,damlives,proudwlf,redistrb,richlaw,wealth,indust4,BigBusnn,NatIdGB,tradvals,stifsent,EURefV2,EURefb,ECPolicy2,NHSSat,EUVOTWHO,deathapp,censor,wronglaw
Female,No religion, No,Yes,Labour,1,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,5,5,5,1,1,3,1,2,2,2,Schedule not applicable,3,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,5,4,4
Male,No religion, No, No,Labour,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,3,3,3,3,3,3,3,3,3,3,More British than (English/Scottish/Welsh),2,3,No,Remain a member of the European Union,to stay in the EU and try to reduce the EUs powers,Quite satisfied,"skip, didnt return SC questionnaire",3,3,3
Male,Roman Catholic, No, No,,4,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,2,4,3,3,3,3,3,3,4,Schedule not applicable,3,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,2,2,2
Female,Other Christian,Yes,Item not applicable,Conservative,3,Health,"Increase tax and spend more on health, education and social benefits",No,Neither,3,3,4,3,3,4,4,3,3,3,Schedule not applicable,3,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,3,2,3
Female,No religion, No, No,Don’t know,2,Health,"Increase tax and spend more on health, education and social benefits",No,Neither,2,3,3,3,2,2,2,2,3,2,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very dissatisfied,Schedule not applicable,2,2,3
Female,No religion, No, No,Labour,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Other answer ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,-1,-1,No,Prefer not to say,Don’t know,Quite satisfied,"skip, didnt return SC questionnaire",-1,-1,-1
Male,No religion, No,Yes,Conservative,3,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,4,2,3,3,3,3,4,3,4,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,2,2,3
Male,Roman Catholic,Yes,Item not applicable,Other party ,2,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,2,4,5,4,3,4,5,2,4,1,Schedule not applicable,3,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,5,5,1
Male,No religion, No,Yes,Labour,2,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause,3,3,3,3,2,3,2,1,2,1,Equally (English/Scottish/Welsh) and British,3,3,Yes,Leave the European Union,to stay in the EU and try to reduce the EUs powers,Neither satisfied nor dissatisfied,Leave the European Union ,4,4,2
Female,No religion,Yes,Item not applicable,Liberal Democrat,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,5,5,5,2,1,1,1,1,1,1,Schedule not applicable,3,4,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,5,2,4
Female,No religion, No, No,Don’t know,4,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,2,3,3,4,4,3,3,4,3,Schedule not applicable,3,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,2,2,3
Female,Other Christian, No, No,Labour,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,4,4,4,2,1,3,2,3,4,3,Equally (English/Scottish/Welsh) and British,2,1,No,Leave the European Union,to leave the European Union,Quite dissatisfied,"skip, didnt return SC questionnaire",3,2,4
Female,No religion,Yes,Item not applicable,Conservative,4,Health,"Increase tax and spend more on health, education and social benefits",Yes,Don’t know,3,3,4,3,2,4,2,2,3,2,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,4,2,3
Male,Church of England,Yes,Item not applicable,Conservative,1,Schedule not applicable,,No,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,-1,-1,Yes,Leave the European Union,to leave the European Union,Quite dissatisfied,Leave the European Union ,-1,-1,-1
Female,No religion,Yes,Item not applicable,Liberal Democrat,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,4,4,2,2,2,3,3,2,3,Other,2,2,Yes,Remain a member of the European Union,to stay in the EU and try to reduce the EUs powers,Quite satisfied,Remain a member of the European Union ,4,3,4
Female,No religion,Yes,Item not applicable,Labour,3,Health,"Increase tax and spend more on health, education and social benefits",No,Don’t know,5,4,5,1,1,1,1,1,2,1,Schedule not applicable,4,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,4,4,3
Male,Other Christian,Yes,Item not applicable,Labour,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Neither,4,4,5,2,1,2,3,2,4,2,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,4,1,4
Female,No religion, No, No,Don’t know,5,Health,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,3,3,2,4,5,2,3,3,4,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,1,1,3
Female,No religion, No, No,Don’t know,5,Education,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,4,5,3,5,3,3,1,3,3,3,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,2,1,1
Male,No religion,Yes,Item not applicable,Labour,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,3,3,3,2,2,2,3,2,3,2,Schedule not applicable,3,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,4,3,2
Male,No religion, No,Yes,Conservative,2,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,More British than (English/Scottish/Welsh),-1,-1,Yes,Leave the European Union,to leave the European Union,Quite dissatisfied,Leave the European Union ,-1,-1,-1
Male,No religion, No, No,Don’t know,5,Health,"Increase tax and spend more on health, education and social benefits",No,Don’t know,3,2,2,2,2,2,1,1,1,2,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,1,4,2
Male,No religion, No, No,,5,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,3,3,4,2,3,2,2,2,2,2,Schedule not applicable,2,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,1,2,2
Male,No religion, No, No,Conservative,1,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,3,2,1,3,5,2,2,2,2,More (English/Scottish/Welsh) than British,1,1,Yes,Leave the European Union,to leave the European Union,Quite satisfied,Leave the European Union ,1,3,1
Male,Other Christian, No,Yes,Conservative,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,Neither,3,3,3,3,2,2,2,2,2,2,Schedule not applicable,2,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,3,2,3
Male,No religion, No, No,,5,Police and prisons,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,2,3,3,4,3,2,1,2,2,2,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,2,3,2
Male,No religion, No,Yes,Labour,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,Neither,4,4,4,2,3,2,2,3,4,2,Schedule not applicable,3,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,5,3,2
Male,No religion, No,Yes,UK Independence Party (UKIP),3,Police and prisons,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,3,2,3,3,3,1,1,1,1,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very dissatisfied,Schedule not applicable,4,5,2
Female,Other Christian,Yes,Item not applicable,Conservative,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,4,4,9,3,2,3,2,2,3,2,More (English/Scottish/Welsh) than British,3,3,Yes,Remain a member of the European Union,to stay in the EU and try to reduce the EUs powers,Quite satisfied,Remain a member of the European Union ,4,3,3
Male,Non-Christian, No, No,Don’t know,4,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,3,4,5,2,2,2,2,2,2,3,Schedule not applicable,1,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,3,2,4
Female,Church of England, No,Yes,Labour,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,Neither,5,4,3,3,2,3,4,3,4,3,Schedule not applicable,3,4,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,5,4,3
Male,No religion, No, No,Don’t know,1,Health,"Increase tax and spend more on health, education and social benefits",Yes,Neither,3,4,3,2,2,2,4,3,3,2,Schedule not applicable,3,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very dissatisfied,Schedule not applicable,5,2,1
Female,Non-Christian, No,Yes,Conservative,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,-1,-1,Yes,Leave the European Union,to leave the European Union,Quite dissatisfied,Leave the European Union ,-1,-1,-1
Female,Don’t know, No, No,Labour,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,3,4,3,3,3,3,5,2,3,3,Schedule not applicable,3,4,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,5,9,3
Male,Non-Christian, No, No,Labour,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,2,2,2,3,2,3,2,2,2,3,Schedule not applicable,4,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,1,3,3
Female,No religion, No, No,,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,More (English/Scottish/Welsh) than British,-1,-1,Yes,Leave the European Union,to leave the European Union,Quite satisfied,Leave the European Union ,-1,-1,-1
Female,Church of England, No,Yes,Conservative,1,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,-1,-1,Yes,Leave the European Union,to leave the European Union,Quite satisfied,Leave the European Union ,-1,-1,-1
Female,Non-Christian, No, No,,5,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,4,5,4,1,3,2,3,2,3,3,Schedule not applicable,3,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,5,3,4
Male,Church of England,Yes,Item not applicable,Labour,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,2,4,3,2,2,3,2,2,2,2,Schedule not applicable,3,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,2,2,3
Male,No religion, No,Yes,Conservative,2,Education,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,4,4,4,2,3,5,5,5,5,5,Schedule not applicable,3,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,2,2,2
Female,Roman Catholic, No, No,Scottish National Party,5,Education,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,2,3,3,3,3,1,1,1,2,2,Schedule not applicable,2,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,1,2,2
Female,No religion,Yes,Item not applicable,Liberal Democrat,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,4,4,3,2,1,3,3,2,3,2,Schedule not applicable,3,4,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,5,4,4
Female,No religion,Yes,Item not applicable,Conservative,2,Education,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,3,3,2,3,4,4,3,5,3,Schedule not applicable,4,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,4,2,1
Male,No religion,Yes,Item not applicable,Green Party,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,3,4,4,2,2,1,3,1,2,1,Equally (English/Scottish/Welsh) and British,4,3,Yes,Remain a member of the European Union,to stay in the EU and try to reduce the EUs powers,Quite satisfied,Remain a member of the European Union ,5,4,2
Female,Church of England,Yes,Item not applicable,Conservative,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,4,3,2,2,5,5,4,5,4,Equally (English/Scottish/Welsh) and British,4,2,Yes,Remain a member of the European Union,to leave the European Union,Quite satisfied,Remain a member of the European Union ,1,3,5
Female,Other Christian,Yes,Item not applicable,Conservative,3,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,4,1,2,2,1,1,1,1,1,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,1,1,1
Male,No religion, No,Yes,Conservative,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,4,3,2,2,2,3,2,3,2,Schedule not applicable,3,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,2,2,2
Male,Other Christian,Yes,Item not applicable,Conservative,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,2,2,3,3,3,2,1,1,2,5,not British,2,1,No,Remain a member of the European Union,to leave things as they are,Neither satisfied nor dissatisfied,"skip, didnt return SC questionnaire",1,2,1
Female,Non-Christian,Yes,Item not applicable,Labour,3,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,-1,-1,-1
Female,Other Christian, No,Yes,Conservative,4,Help for industry,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,5,5,5,5,5,5,5,5,5,5,Schedule not applicable,4,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,2,3,3
Female,No religion, No,Yes,Conservative,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Don’t know,9,9,9,9,9,3,3,3,3,3,Equally (English/Scottish/Welsh) and British,3,2,Yes,DK/Refusal ,to stay in the EU and try to reduce the EUs powers,Quite satisfied,Leave the European Union ,3,3,3
Female,No religion, No, No,,5,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Neither,4,4,4,2,3,3,2,3,3,2,Schedule not applicable,4,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,3,2,3
Male,No religion,Yes,Item not applicable,Labour,2,Schedule not applicable,"Reduce taxes and spend less on health, education and soc",Yes,benefits for unemployed people are too low and cause,2,3,2,3,2,2,1,1,1,1,not British,1,1,Yes,Leave the European Union,to leave the European Union,Very satisfied,Leave the European Union ,2,3,1
Female,No religion, No, No,,3,Housing,"Increase tax and spend more on health, education and social benefits",Yes,Neither,3,1,3,2,3,2,2,2,3,2,Schedule not applicable,1,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,4,4,3
Female,No religion,Yes,Item not applicable,Labour,1,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,5,5,5,1,1,1,1,1,1,1,Schedule not applicable,4,5,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very dissatisfied,Schedule not applicable,5,5,4
Female,Roman Catholic, No, No,Don’t know,2,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,4,4,4,2,2,2,4,3,4,3,Schedule not applicable,3,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,5,2,2
Male,Other Christian,Yes,Item not applicable,Plaid Cymru,3,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,-1,-1,-1
Male,Other Christian, No,Yes,Conservative,5,Health,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,2,4,4,4,2,4,1,1,2,1,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,2,1,2
Male,No religion,Yes,Item not applicable,Conservative,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,2,3,4,3,1,3,2,3,3,3,Equally (English/Scottish/Welsh) and British,2,1,Yes,Leave the European Union,to leave the European Union,Very satisfied,Leave the European Union ,1,3,3
Female,Roman Catholic, No,Yes,Liberal Democrat,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,3,3,2,1,1,1,1,1,1,Schedule not applicable,5,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,1,2,3
Male,No religion, No, No,UK Independence Party (UKIP),4,Education,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause,2,3,4,3,3,3,4,3,2,2,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,2,2,3
Male,Other Christian, No, No,Liberal Democrat,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,3,4,2,2,2,2,2,4,2,not British,1,1,No,Leave the European Union,to stay in the EU and try to reduce the EUs powers,Quite dissatisfied,"skip, didnt return SC questionnaire",2,1,3
Male,Other Christian,Yes,Item not applicable,Labour,5,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,1,1,2,3,3,3,1,1,1,4,not British,1,1,Yes,Leave the European Union,to leave the European Union,Quite satisfied,Leave the European Union ,1,1,1
Male,Non-Christian,Yes,Item not applicable,Labour,1,Schedule not applicable,Keep taxes and spending on these services at the same level,No,Neither,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,-1,-1,-1
Female,Other Christian, No, No,Liberal Democrat,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,4,4,2,2,2,4,2,2,2,2,not British,1,1,Yes,Remain a member of the European Union,to stay in the EU and try to reduce the EUs powers,Very dissatisfied,Remain a member of the European Union ,1,1,1
Female,Other Christian, No, No,,4,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,-1,-1,-1
Female,Other Christian, No, No,Conservative,4,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,-1,-1,-1
Male,No religion, No, No,,5,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,-1,-1,-1
Female,No religion, No, No,,5,Schedule not applicable,Don’t know,Yes,benefits for unemployed people are too low and cause,3,4,3,5,1,3,3,3,2,2,Schedule not applicable,1,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very dissatisfied,Schedule not applicable,3,3,3
Female,No religion, No, No,Liberal Democrat,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Other answer ,3,1,4,1,2,2,1,1,1,2,More British than (English/Scottish/Welsh),1,1,Yes,Leave the European Union,to leave the European Union,Very dissatisfied,Leave the European Union ,1,2,2
Female,No religion,Yes,Item not applicable,Labour,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,British not (English/Scottish/Welsh),-1,-1,No,Prefer not to say,to work for the formation of a single European government,Very dissatisfied,"skip, didnt return SC questionnaire",-1,-1,-1
Female,Non-Christian, No, No,Conservative,4,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,3,1,5,5,5,1,2,1,1,Schedule not applicable,3,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,2,3,3
Female,Other Christian,Yes,Item not applicable,Conservative,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very dissatisfied,Schedule not applicable,-1,-1,-1
Male,No religion, No,Yes,Conservative,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,Neither,5,4,3,1,3,2,2,4,4,1,Schedule not applicable,5,4,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,4,2,3
Female,No religion,Yes,Item not applicable,Conservative,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,4,4,3,2,3,4,4,3,4,4,not British,2,1,Yes,Remain a member of the European Union,to stay in the EU and try to reduce the EUs powers,Quite dissatisfied,Remain a member of the European Union ,1,1,4
Female,Other Christian, No, No,Labour,3,Education,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,2,3,3,1,4,1,2,1,2,1,Schedule not applicable,2,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,3,1,1
Female,No religion, No, No,,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,2,3,2,3,3,3,3,3,3,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,2,3,3
Female,Other Christian,Yes,Item not applicable,UK Independence Party (UKIP),2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,-1,-1,-1
Female,No religion,Yes,Item not applicable,Labour,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Other answer ,5,5,5,1,1,1,1,1,2,1,Schedule not applicable,3,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,5,4,4
Female,No religion,Yes,Item not applicable,Other party ,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,Neither,2,3,3,2,4,2,2,2,2,2,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Neither satisfied nor dissatisfied,Schedule not applicable,2,2,4
Female,No religion, No, No,Labour,3,Education,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,-1,-1,-1
Male,No religion, No, No,Conservative,4,Schedule not applicable,Keep taxes and spending on these services at the same level,No,Neither,3,4,2,4,2,4,4,3,4,2,Equally (English/Scottish/Welsh) and British,4,2,Yes,Leave the European Union,to leave the European Union,Quite satisfied,Leave the European Union ,2,4,4
Male,No religion, No, No,,5,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,Neither,4,4,4,2,1,3,2,2,2,3,Schedule not applicable,2,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,2,4,3
Female,Non-Christian, No, No,,5,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,3,3,4,3,3,3,3,3,2,2,Schedule not applicable,3,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,2,3,3
Female,No religion,Yes,Item not applicable,Conservative,2,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,4,3,4,4,4,4,4,4,4,4,More (English/Scottish/Welsh) than British,3,2,No,Remain a member of the European Union,to stay in the EU and try to reduce the EUs powers,Quite satisfied,"skip, didnt return SC questionnaire",2,4,3
Male,Other Christian,Yes,Item not applicable,Liberal Democrat,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,5,5,4,2,3,2,1,2,2,1,Schedule not applicable,1,1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,3,3,3
Male,Other Christian, No, No,,4,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,3,2,2,3,3,3,2,2,3,Schedule not applicable,3,3,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite dissatisfied,Schedule not applicable,2,2,1
Male,Church of England, No,Yes,Conservative,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,3,2,3,4,3,3,3,3,3,Schedule not applicable,1,2,Schedule not applicable,Schedule not applicable,Schedule not applicable,Very satisfied,Schedule not applicable,1,2,4
Female,No religion, No,Yes,Scottish National Party,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Don’t know,5,4,5,2,1,2,1,1,2,1,Other,3,2,No,Remain a member of the European Union,to stay in the EU and try to reduce the EUs powers,Quite satisfied,"skip, didnt return SC questionnaire",2,3,3
Male,Other Christian,Yes,Item not applicable,Labour,2,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Schedule not applicable,-1,-1,Schedule not applicable,Schedule not applicable,Schedule not applicable,Quite satisfied,Schedule not applicable,-1,-1,-1
